year,state_po,county_name,county_fips,DEMOCRAT,REPUBLICAN
2000,AL,PERRY,1105.0,0.6946604458268533,0.299291515465699
2000,AL,PICKENS,1107.0,0.4851288056206089,0.5042154566744731
2000,AL,PIKE,1109.0,0.4132207890743551,0.5745447647951442
2000,AL,RANDOLPH,1111.0,0.3907058972092436,0.5892158100770299
2000,AL,RUSSELL,1113.0,0.5682571912013537,0.41949238578680204
2000,AL,SHELBY,1117.0,0.2121909605974762,0.7669810713365954
2000,AL,ST. CLAIR,1115.0,0.2691988376919884,0.7105437941054379
2000,AL,SUMTER,1119.0,0.7251971090670171,0.26757555847568987
2000,AL,TALLADEGA,1121.0,0.4425759302188519,0.5424934187261797
2000,AL,TALLAPOOSA,1123.0,0.3804220759244447,0.6032732418630407
2000,AL,TUSCALOOSA,1125.0,0.40945536813387895,0.5656419469674285
2000,AL,WALKER,1127.0,0.4532194532194532,0.525954525954526
2000,AL,WASHINGTON,1129.0,0.4457609268035808,0.5419957872564508
2000,AL,WILCOX,1131.0,0.6718689036285603,0.3240343347639485
2000,AL,WINSTON,1133.0,0.28890319811118265,0.6882378192745224
2000,AR,CALHOUN,5013.0,0.4654462242562929,0.5162471395881006
2000,AR,CLAY,5021.0,0.5977966101694915,0.3820338983050847
2000,AR,CLEBURNE,5023.0,0.40364455765651025,0.5613794454785931
2000,AR,DALLAS,5039.0,0.5142857142857142,0.4724812030075188
2000,AR,FRANKLIN,5047.0,0.43550488599348536,0.53371335504886
2000,AR,GREENE,5055.0,0.506167894905479,0.46707785966036525
2000,AR,JACKSON,5067.0,0.6012845849802372,0.37549407114624506
2000,AR,JEFFERSON,5069.0,0.6512995845740965,0.3222308003382229
2000,AR,LAWRENCE,5075.0,0.5389072847682119,0.4347682119205298
2000,AR,LEE,5077.0,0.6617325891773841,0.32783305023052656
2000,AR,MADISON,5087.0,0.36513859275053306,0.6018123667377399
2000,AR,MARION,5089.0,0.371238570241064,0.5655860349127182
2000,AR,MONROE,5095.0,0.5800182204676587,0.4035833586395384
2000,AR,MONTGOMERY,5097.0,0.38459481144691093,0.5691361326557903
2000,AR,PERRY,5105.0,0.41128025954579484,0.5275767407037684
2000,AR,PIKE,5109.0,0.40392848149080834,0.5729035507428859
2000,AR,RANDOLPH,5121.0,0.5136974646928705,0.4548238897396631
2000,AR,WASHINGTON,5143.0,0.4163508812841291,0.5486115159641657
2000,AR,ARKANSAS,5001.0,0.4515065913370998,0.5262084118016321
2000,AR,ASHLEY,5003.0,0.5142062628460887,0.4686253173739572
2000,AR,BAXTER,5005.0,0.38999281781182665,0.570864256643524
2000,AR,BENTON,5007.0,0.3220556984677329,0.6494053610707229
2000,AR,BOONE,5009.0,0.3295196186285295,0.6284561789512284
2000,AR,BRADLEY,5011.0,0.5332998240764011,0.4506157325961297
2000,AR,CARROLL,5015.0,0.3748696558915537,0.5793534932221064
2000,AR,CHICOT,5017.0,0.633423180592992,0.35130278526504943
2000,AR,CLARK,5019.0,0.5403431486204499,0.43774634824947833
2000,AR,CLEVELAND,5025.0,0.44451430367808864,0.5275070732474064
2000,AR,COLUMBIA,5027.0,0.430106371548297,0.5391640700547975
2000,AR,CONWAY,5029.0,0.4832734310201825,0.4900470002764722
2000,AR,CRAIGHEAD,5031.0,0.4919505505425925,0.48328497038597606
2000,AR,CRAWFORD,5033.0,0.3567659574468085,0.6129929078014185
2000,AR,CRITTENDEN,5035.0,0.5458667069669034,0.4425721626114553
2000,AR,CROSS,5037.0,0.49814963797264683,0.48801287208366856
2000,AR,DESHA,5041.0,0.617575083426029,0.35661846496106786
2000,AR,DREW,5043.0,0.5167173252279635,0.46538331644714626
2000,AR,FAULKNER,5045.0,0.4090224534501643,0.5495276560788609
2000,AR,FULTON,5049.0,0.4810126582278481,0.495618305744888
2000,AR,GARLAND,5051.0,0.4407958814526228,0.5314595797968554
2000,AR,GRANT,5053.0,0.4215865624480293,0.5463163146515883
2000,AR,HEMPSTEAD,5057.0,0.5401289614487584,0.44683770064480727
2000,AR,HOT SPRING,5059.0,0.503323923139969,0.45915672525270923
2000,AR,HOWARD,5061.0,0.46265978919040146,0.52164162368244
2000,AR,INDEPENDENCE,5063.0,0.44385026737967914,0.5300155252716923
2000,AR,IZARD,5065.0,0.5141096979332274,0.4572734499205087
2000,AR,JOHNSON,5071.0,0.4566401340594889,0.5106828655215752
2000,AR,LAFAYETTE,5073.0,0.5338456990836535,0.4546260715341413
2000,AR,LINCOLN,5079.0,0.5518894529046813,0.43034404963338974
2000,AR,LITTLE RIVER,5081.0,0.5477864335930078,0.4337830134904047
2000,AR,LOGAN,5083.0,0.4055088932806324,0.5542243083003953
2000,AR,LONOKE,5085.0,0.38182020843783093,0.5910940199520704
2000,AR,MILLER,5091.0,0.45674790833030193,0.5293561295016369
2000,AR,MISSISSIPPI,5093.0,0.5646750357540123,0.4130780232003814
2000,AR,NEVADA,5099.0,0.4994649545211343,0.48047084002140183
2000,AR,NEWTON,5101.0,0.3068500127323657,0.6440030557677616
2000,AR,OUACHITA,5103.0,0.5256373256373257,0.4558922558922559
2000,AR,PHILLIPS,5107.0,0.6461934929668206,0.33866638032857294
2000,AR,POINSETT,5111.0,0.5669661368348307,0.41299239806496196
2000,AR,POLK,5113.0,0.3218406784373697,0.6395106353399138
2000,AR,POPE,5115.0,0.36201281076973185,0.610357181630659
2000,AR,PRAIRIE,5117.0,0.44568006843455943,0.530938123752495
2000,AR,PULASKI,5119.0,0.5373139023680505,0.4393673663596826
2000,AR,SALINE,5125.0,0.3920842209255657,0.5747584205489179
2000,AR,SCOTT,5127.0,0.3627229339361969,0.6026124089424768
2000,AR,SEARCY,5129.0,0.3028585510103499,0.6431739773287334
2000,AR,SEBASTIAN,5131.0,0.3873353420154884,0.5847506163002066
2000,AR,SEVIER,5133.0,0.4880037269974377,0.49173072443512694
2000,AR,SHARP,5135.0,0.4541117036205445,0.5189447095144541
2000,AR,ST. FRANCIS,5123.0,0.586864406779661,0.4018361581920904
2000,AR,STONE,5137.0,0.4203703703703704,0.5397119341563786
2000,AR,UNION,5139.0,0.4011147414952912,0.5539752706771734
2000,AR,VAN BUREN,5141.0,0.45847651775486825,0.49899770904925544
2000,AR,WHITE,5145.0,0.3766139954853273,0.5945823927765237
2000,AR,WOODRUFF,5147.0,0.6408902301018483,0.33874009807619765
2000,AR,YELL,5149.0,0.4726037968822349,0.49745331069609505
2000,AZ,APACHE,4001.0,0.6694592927631579,0.3056640625
2000,AZ,COCHISE,4003.0,0.40191329984055835,0.5469149544237538
2000,AZ,COCONINO,4005.0,0.4960497028104591,0.4295673018124893
2000,AZ,GILA,4007.0,0.4341452413170952,0.5163509246729815
2000,AZ,GRAHAM,4009.0,0.34716473509933776,0.6215852649006622
2000,AZ,GREENLEE,4011.0,0.41081081081081083,0.5469594594594595
2000,AZ,LA PAZ,4012.0,0.3946018291322775,0.567254070934642
2000,AZ,MARICOPA,4013.0,0.42883822650352277,0.5322918180013508
2000,AZ,MOHAVE,4015.0,0.39577716861874446,0.5524568994812079
2000,AZ,NAVAJO,4017.0,0.4690022666719688,0.49254384220781805
2000,AZ,PIMA,4019.0,0.5134473647615074,0.4331073564177444
2000,AZ,PINAL,4021.0,0.47590215548558973,0.4873334947929281
2000,AZ,SANTA CRUZ,4023.0,0.5884403463398178,0.3760260879343304
2000,AZ,YAVAPAI,4025.0,0.3526851146157003,0.5883801371870786
2000,AZ,YUMA,4027.0,0.4207385173809856,0.548233980175904
2000,CA,NEVADA,6057.0,0.37216453590008214,0.5475683986604604
2000,CA,SANTA CRUZ,6087.0,0.6148407937240424,0.2734379326257499
2000,CA,ALAMEDA,6001.0,0.6936355029777318,0.2412913483946142
2000,CA,ALPINE,6003.0,0.4522184300341297,0.47952218430034127
2000,CA,AMADOR,6005.0,0.38191929643041905,0.5668649767201241
2000,CA,BUTTE,6007.0,0.37431468807109325,0.544475101826304
2000,CA,CALAVERAS,6009.0,0.37576817122271666,0.5615066751430388
2000,CA,COLUSA,6011.0,0.31216457960644006,0.6491949910554562
2000,CA,CONTRA COSTA,6013.0,0.5880758523427301,0.3705927995847729
2000,CA,DEL NORTE,6015.0,0.3758138413310827,0.5456956836267182
2000,CA,EL DORADO,6017.0,0.3634800931573694,0.5828573805034934
2000,CA,FRESNO,6019.0,0.43045260035773314,0.531355989766115
2000,CA,GLENN,6021.0,0.2867638617839513,0.665250832281024
2000,CA,HUMBOLDT,6023.0,0.4439898520688916,0.41483241620810407
2000,CA,IMPERIAL,6025.0,0.5352662680996648,0.4328022946400802
2000,CA,INYO,6027.0,0.3393474088291747,0.6030710172744722
2000,CA,KERN,6029.0,0.3620411611119644,0.6070112117954232
2000,CA,KINGS,6031.0,0.3896594317981295,0.5779777660137639
2000,CA,LAKE,6033.0,0.5123093838137578,0.41584205745972563
2000,CA,LASSEN,6035.0,0.28169280181371625,0.6688078594369923
2000,CA,LOS ANGELES,6037.0,0.6346594665833567,0.32351769138238484
2000,CA,MADERA,6039.0,0.34885461895493336,0.6073663722114089
2000,CA,MARIN,6041.0,0.6425642483049815,0.2831553733100564
2000,CA,MARIPOSA,6043.0,0.34877384196185285,0.5854594996284369
2000,CA,MENDOCINO,6045.0,0.48340598663179307,0.35664051147922116
2000,CA,MERCED,6047.0,0.4507517156571066,0.5177119282795827
2000,CA,MODOC,6049.0,0.23009495982468955,0.7229121012904797
2000,CA,MONO,6051.0,0.40905971173644473,0.5252802562342713
2000,CA,MONTEREY,6053.0,0.5753058689400514,0.37232630557966206
2000,CA,NAPA,6055.0,0.5432101152269739,0.3989057304152811
2000,CA,ORANGE,6059.0,0.4035605955268538,0.5575200457305297
2000,CA,PLACER,6061.0,0.36035110654589597,0.5928318576558375
2000,CA,PLUMAS,6063.0,0.3324680319200077,0.6098452071916162
2000,CA,RIVERSIDE,6065.0,0.4490442824304464,0.5141678507382622
2000,CA,SACRAMENTO,6067.0,0.49308770710230565,0.4532939404472251
2000,CA,SAN BENITO,6069.0,0.5425108430871606,0.4167904462004634
2000,CA,SAN BERNARDINO,6071.0,0.47208684240030074,0.4874926631097863
2000,CA,SAN DIEGO,6073.0,0.45655171838261527,0.4962644763277747
2000,CA,SAN FRANCISCO,6075.0,0.7554364481246834,0.16103269061184666
2000,CA,SAN JOAQUIN,6077.0,0.47701792046113645,0.4889589150855961
2000,CA,SAN LUIS OBISPO,6079.0,0.40892309387800085,0.5221883437723858
2000,CA,SAN MATEO,6081.0,0.6428590703896314,0.30954629740284273
2000,CA,SANTA BARBARA,6083.0,0.47369881399460556,0.4613225444268071
2000,CA,SANTA CLARA,6085.0,0.6065907842861809,0.344353245312691
2000,CA,SHASTA,6089.0,0.3024615292137533,0.6503666746814138
2000,CA,SIERRA,6091.0,0.292365998917163,0.6345425013535463
2000,CA,SISKIYOU,6093.0,0.3190372874514355,0.6154700035319642
2000,CA,SOLANO,6095.0,0.5702053364709455,0.39172581318556193
2000,CA,SONOMA,6097.0,0.5953879577271758,0.3224724120077561
2000,CA,STANISLAUS,6099.0,0.44008201641887623,0.5238136075529949
2000,CA,SUTTER,6101.0,0.31681975606083423,0.6531395874115344
2000,CA,TEHAMA,6103.0,0.3120264697420159,0.6363287618682267
2000,CA,TRINITY,6105.0,0.3332758323270657,0.576160082801449
2000,CA,TULARE,6107.0,0.3674764523814826,0.6019951457391615
2000,CA,TUOLUMNE,6109.0,0.3944451468790829,0.5551481434652505
2000,CA,VENTURA,6111.0,0.4713893566142657,0.48170093246359996
2000,CA,YOLO,6113.0,0.5493033400612019,0.3753011263754151
2000,CA,YUBA,6115.0,0.3438953308116823,0.6100328641408818
2000,CO,JACKSON,8057.0,0.18702702702702703,0.7372972972972973
2000,CO,JEFFERSON,8059.0,0.4287637319472931,0.5101596239346726
2000,CO,MORGAN,8087.0,0.3206268059568793,0.6359190931318071
2000,CO,WASHINGTON,8121.0,0.1950920245398773,0.7680981595092025
2000,CO,LINCOLN,8073.0,0.23192360163710776,0.7412460209185994
2000,CO,LOGAN,8075.0,0.283596837944664,0.6831768774703557
2000,CO,PHILLIPS,8095.0,0.25405405405405407,0.7085585585585585
2000,CO,YUMA,8125.0,0.24827902707664065,0.7241854061496099
2000,CO,LAKE,8065.0,0.4931506849315068,0.4018264840182648
2000,CO,ADAMS,8001.0,0.5019100248488669,0.4409839409561251
2000,CO,ALAMOSA,8003.0,0.43382223007598514,0.5048595158155151
2000,CO,ARAPAHOE,8005.0,0.4349432984805888,0.5147255477988018
2000,CO,ARCHULETA,8007.0,0.30096679277007143,0.6279949558638083
2000,CO,BACA,8009.0,0.233099209833187,0.7300263388937664
2000,CO,BENT,8011.0,0.3988792664289353,0.5583290881304126
2000,CO,BOULDER,8013.0,0.5012175382808359,0.36435191153510094
2000,CO,CHAFFEE,8015.0,0.36373193166885676,0.5650459921156373
2000,CO,CHEYENNE,8017.0,0.17244224422442245,0.7896039603960396
2000,CO,CLEAR CREEK,8019.0,0.44435418359057677,0.456336311941511
2000,CO,CONEJOS,8021.0,0.476436938163988,0.4827022609643149
2000,CO,COSTILLA,8023.0,0.6395631067961165,0.3058252427184466
2000,CO,CROWLEY,8025.0,0.35363321799307956,0.5916955017301038
2000,CO,CUSTER,8027.0,0.24017053529133112,0.6873519658929418
2000,CO,DELTA,8029.0,0.25729150244363863,0.659940091439382
2000,CO,DENVER,8031.0,0.6185775433961693,0.30867116719688226
2000,CO,DOLORES,8033.0,0.2583774250440917,0.6534391534391535
2000,CO,DOUGLAS,8035.0,0.3140156567120905,0.6495447955929254
2000,CO,EAGLE,8037.0,0.44587832499341584,0.4717540163286805
2000,CO,EL PASO,8041.0,0.30782986396489287,0.6390511912411523
2000,CO,ELBERT,8039.0,0.25945343000557725,0.6861126603457892
2000,CO,FREMONT,8043.0,0.3296586945690085,0.6174638764324863
2000,CO,GARFIELD,8045.0,0.3558816651075772,0.5322146866230122
2000,CO,GILPIN,8047.0,0.445841784989858,0.4081135902636917
2000,CO,GRAND,8049.0,0.3632929324728475,0.5619392413033213
2000,CO,GUNNISON,8051.0,0.42274737423991154,0.43228302929795465
2000,CO,HINSDALE,8053.0,0.3321554770318021,0.558303886925795
2000,CO,HUERFANO,8055.0,0.47101449275362317,0.461877756773787
2000,CO,KIOWA,8061.0,0.21797520661157024,0.7520661157024794
2000,CO,KIT CARSON,8063.0,0.23395026026604973,0.735106998264893
2000,CO,LA PLATA,8067.0,0.38379697413372377,0.487701317715959
2000,CO,LARIMER,8069.0,0.38852847634072063,0.5266625610568851
2000,CO,LAS ANIMAS,8071.0,0.5321627830653102,0.42156219232031505
2000,CO,MESA,8077.0,0.3029145610530027,0.6345438163513143
2000,CO,MINERAL,8079.0,0.345679012345679,0.6049382716049383
2000,CO,MOFFAT,8081.0,0.22915495596777216,0.7195053400786959
2000,CO,MONTEZUMA,8083.0,0.27237851662404094,0.6562233589087809
2000,CO,MONTROSE,8085.0,0.28427717200140695,0.651846640872318
2000,CO,OTERO,8089.0,0.40522428884026257,0.5582603938730853
2000,CO,OURAY,8091.0,0.31571876399462606,0.5727720555306762
2000,CO,PARK,8093.0,0.359039759939985,0.5516879219804951
2000,CO,PITKIN,8097.0,0.5303846153846153,0.32884615384615384
2000,CO,PROWERS,8099.0,0.30083996463306806,0.6688770999115826
2000,CO,PUEBLO,8101.0,0.5354984614243874,0.423145367589812
2000,CO,RIO BLANCO,8103.0,0.1901926444833625,0.7653239929947461
2000,CO,RIO GRANDE,8105.0,0.3363546798029557,0.6130049261083744
2000,CO,ROUTT,8107.0,0.4366051047935256,0.46399667980908904
2000,CO,SAGUACHE,8109.0,0.4527481217872677,0.4262554369315935
2000,CO,SAN JUAN,8111.0,0.34174311926605505,0.481651376146789
2000,CO,SAN MIGUEL,8113.0,0.490937019969278,0.3204301075268817
2000,CO,SEDGWICK,8115.0,0.29470452801227937,0.6730621642363775
2000,CO,SUMMIT,8117.0,0.4792193711601012,0.4063064691001084
2000,CO,TELLER,8119.0,0.2792728749873058,0.6577637859246471
2000,CO,WELD,8123.0,0.36311801800405946,0.5796160580096373
2000,CT,FAIRFIELD,9001.0,0.52329126709138,0.43117402893415685
2000,CT,HARTFORD,9003.0,0.6017232748207076,0.3467988551404412
2000,CT,LITCHFIELD,9005.0,0.4786690787515171,0.44851038494126266
2000,CT,MIDDLESEX,9007.0,0.5594384823008278,0.37832706985393827
2000,CT,NEW HAVEN,9009.0,0.5802655534023846,0.36036165453431407
2000,CT,NEW LONDON,9011.0,0.55383107185722,0.37717940025836716
2000,CT,TOLLAND,9013.0,0.5351515151515152,0.3940191387559809
2000,CT,WINDHAM,9015.0,0.5464367763801379,0.38004685758478723
2000,DC,DISTRICT OF COLUMBIA,11001.0,0.8515508137933767,0.08951727143946824
2000,DE,KENT,10001.0,0.47236097581196757,0.49911911621447963
2000,DE,NEW CASTLE,10003.0,0.5987887039601869,0.36896171271626094
2000,DE,SUSSEX,10005.0,0.44864000482749256,0.5222743524371295
2000,FL,CALHOUN,12013.0,0.416505604947816,0.5552763819095478
2000,FL,CLAY,12019.0,0.2551217896186773,0.7277038690216728
2000,FL,ESCAMBIA,12033.0,0.35099615938550166,0.6259601536245799
2000,FL,FRANKLIN,12037.0,0.4405684754521964,0.5284237726098191
2000,FL,JACKSON,12063.0,0.42134969325153376,0.5606134969325154
2000,FL,JEFFERSON,12065.0,0.5388022678951099,0.4390503189227498
2000,FL,LEE,12071.0,0.39896516376771507,0.5756737554033312
2000,FL,MADISON,12079.0,0.48912690684842586,0.4930217461863031
2000,FL,MARION,12083.0,0.4338261004701037,0.535578305295466
2000,FL,MONROE,12087.0,0.48628156714656595,0.473772716544725
2000,FL,SUMTER,12119.0,0.4329095727954719,0.544764386146175
2000,FL,WASHINGTON,12133.0,0.3484867355835098,0.6219952671565575
2000,FL,COLUMBIA,12023.0,0.3807542684244651,0.5923924789280312
2000,FL,LAFAYETTE,12067.0,0.3149700598802395,0.6666666666666666
2000,FL,POLK,12105.0,0.4460075797564751,0.5355352980599857
2000,FL,UNION,12125.0,0.36774699424986934,0.6095138525875589
2000,FL,LAKE,12069.0,0.41271399713353873,0.5643768832312015
2000,FL,ORANGE,12095.0,0.5005622489959839,0.48020348058902274
2000,FL,ALACHUA,12001.0,0.5524968213789966,0.39804500227460954
2000,FL,BAKER,12003.0,0.2933529556046112,0.6880058866813834
2000,FL,BAY,12005.0,0.32055097355667034,0.6570359663293938
2000,FL,BRADFORD,12007.0,0.3545485991006572,0.6242361351320189
2000,FL,BREVARD,12009.0,0.44560543968497446,0.5274159206941551
2000,FL,BROWARD,12011.0,0.6740984416049574,0.30931785660261885
2000,FL,CHARLOTTE,12015.0,0.4431505620664913,0.5295682850992586
2000,FL,CITRUS,12017.0,0.44619445512708455,0.5203475159948258
2000,FL,COLLIER,12021.0,0.3246565829734598,0.6559102450033636
2000,FL,DESOTO,12027.0,0.4247153639503646,0.5444543942689011
2000,FL,DIXIE,12029.0,0.39134162023146163,0.578011144449207
2000,FL,DUVAL,12031.0,0.40759382699254826,0.574744176907148
2000,FL,FLAGLER,12035.0,0.5125963630998488,0.46523551326030027
2000,FL,GADSDEN,12039.0,0.6610307598288857,0.3236911794662864
2000,FL,GILCHRIST,12041.0,0.3540315106580167,0.6116774791473587
2000,FL,GLADES,12043.0,0.42852897473997026,0.5471025260029718
2000,FL,GULF,12045.0,0.39013671875,0.5777994791666666
2000,FL,HAMILTON,12047.0,0.43440968718466194,0.541372351160444
2000,FL,HARDEE,12049.0,0.3752607091288304,0.6040429969517086
2000,FL,HENDRY,12051.0,0.3980833026170291,0.5832411844206905
2000,FL,HERNANDO,12053.0,0.5005289869516552,0.46989374262101535
2000,FL,HIGHLANDS,12055.0,0.40305556345841986,0.574866994793593
2000,FL,HILLSBOROUGH,12057.0,0.47060603116890326,0.5016999958367448
2000,FL,HOLMES,12059.0,0.29438810006761323,0.6776200135226504
2000,FL,INDIAN RIVER,12061.0,0.39837168997622024,0.5770625932046269
2000,FL,LEON,12073.0,0.5956615336875994,0.3787867033862147
2000,FL,LEVY,12075.0,0.4242376611128576,0.5389814523734675
2000,FL,LIBERTY,12077.0,0.4219917012448133,0.5464730290456431
2000,FL,MANATEE,12081.0,0.4461672458061531,0.5257800237704249
2000,FL,MARTIN,12085.0,0.42926483156757456,0.5477883669553159
2000,FL,MIAMI-DADE,12086.0,0.5257151262532996,0.4629202381009483
2000,FL,NASSAU,12089.0,0.29234650967199327,0.6898233809924306
2000,FL,OKALOOSA,12091.0,0.23978494623655913,0.7370260328239955
2000,FL,OKEECHOBEE,12093.0,0.46564498122399267,0.5132446970465848
2000,FL,OSCEOLA,12097.0,0.5063152410212185,0.47093911137462047
2000,FL,PALM BEACH,12099.0,0.6226701693960562,0.3530838946780367
2000,FL,PASCO,12101.0,0.4873783550875423,0.4804982799812234
2000,FL,PINELLAS,12103.0,0.5034983637495232,0.46383434720632816
2000,FL,PUTNAM,12107.0,0.4615208603462741,0.51281366791244
2000,FL,SANTA ROSA,12113.0,0.25441682068403587,0.7208807806196467
2000,FL,SARASOTA,12115.0,0.45266617787774477,0.5163350772327919
